"YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_STATE_NM","DEST_AIRPORT_ID","DEST_CITY_NAME","DEST_STATE_NM","CRS_DEP_TIME","DEP_DELAY","CRS_ELAPSED_TIME","DISTANCE",
2019,4,11,30,6,"WN","N745SW","4512",14107,"PHX","Arizona",11423,"Des Moines, IA","Iowa","1325",15.00,160.00,1149.00,
2019,4,11,30,6,"WN","N468WN","5797",15016,"STL","Missouri",11423,"Des Moines, IA","Iowa","1115",39.00,60.00,259.00,
2019,4,11,30,6,"WN","N934WN","6059",15016,"STL","Missouri",11423,"Des Moines, IA","Iowa","2040",17.00,65.00,259.00,
2019,4,11,2,6,"WN","N8507C","2573",15016,"STL","Missouri",11423,"Des Moines, IA","Iowa","0850",4.00,60.00,259.00,
2019,4,11,3,7,"WN","N774SW","6299",11423,"DSM","Iowa",12889,"Las Vegas, NV","Nevada","1350",-7.00,190.00,1216.00,
2019,4,11,3,7,"WN","N707SA","3972",11423,"DSM","Iowa",14107,"Phoenix, AZ","Arizona","1640",1.00,190.00,1149.00,
2019,4,11,3,7,"WN","N466WN","2462",11423,"DSM","Iowa",15016,"St. Louis, MO","Missouri","1745",-5.00,60.00,259.00,
2019,4,11,3,7,"WN","N758SW","3682",11423,"DSM","Iowa",15016,"St. Louis, MO","Missouri","0705",-6.00,70.00,259.00,
2019,4,11,3,7,"WN","N466WN","2462",12889,"LAS","Nevada",11423,"Des Moines, IA","Iowa","1215",0.00,175.00,1216.00,
2019,4,11,3,7,"WN","N707SA","6358",14107,"PHX","Arizona",11423,"Des Moines, IA","Iowa","1220",2.00,165.00,1149.00,
2019,4,11,20,3,"WN","N416WN","1982",15016,"STL","Missouri",11423,"Des Moines, IA","Iowa","1140",-2.00,70.00,259.00,
2019,4,11,20,3,"WN","N922WN","2106",15016,"STL","Missouri",11423,"Des Moines, IA","Iowa","2155",34.00,60.00,259.00,
2019,4,11,26,2,"WN","N494WN","1983",11423,"DSM","Iowa",12889,"Las Vegas, NV","Nevada","1325",-3.00,190.00,1216.00,
2019,4,11,26,2,"WN","N449WN","1974",11423,"DSM","Iowa",15016,"St. Louis, MO","Missouri","0605",-2.00,70.00,259.00,
2019,4,11,26,2,"WN","N700GS","2553",11423,"DSM","Iowa",15016,"St. Louis, MO","Missouri","1745",-5.00,60.00,259.00,
2019,4,11,26,2,"WN","N700GS","2553",12889,"LAS","Nevada",11423,"Des Moines, IA","Iowa","1225",5.00,170.00,1216.00,
2019,4,11,19,2,"OO","N873AS","4485",11003,"CID","Iowa",13487,"Minneapolis, MN","Minnesota","0935",-10.00,76.00,220.00,
2019,4,11,19,2,"OO","N276SY","4524",11423,"DSM","Iowa",14869,"Salt Lake City, UT","Utah","1746",-2.00,178.00,955.00,
2019,4,11,19,2,"OO","N276SY","4524",14869,"SLC","Utah",11423,"Des Moines, IA","Iowa","1345",-1.00,148.00,955.00,
2019,4,11,19,2,"OO","N160SY","5232",11423,"DSM","Iowa",12266,"Houston, TX","Texas","1425",-9.00,147.00,802.00,
2019,4,11,19,2,"OO","N903SW","5234",11292,"DEN","Colorado",11423,"Des Moines, IA","Iowa","0755",-5.00,110.00,589.00,
2019,4,11,19,2,"OO","N876AS","5266",11003,"CID","Iowa",13930,"Chicago, IL","Illinois","1520",-6.00,77.00,196.00,
