"YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_STATE_NM","DEST_AIRPORT_ID","DEST_CITY_NAME","DEST_STATE_NM","CRS_DEP_TIME","DEP_DELAY","CRS_ELAPSED_TIME","DISTANCE",
2019,2,4,3,3,"WN","N8541W","1281",11423,"DSM","Iowa",12889,"Las Vegas, NV","Nevada","1225",-3.00,190.00,1216.00,
2019,2,4,3,3,"WN","N220WN","1185",11423,"DSM","Iowa",15016,"St. Louis, MO","Missouri","1735",0.00,65.00,259.00,
2019,2,4,3,3,"WN","N483WN","2369",11423,"DSM","Iowa",15016,"St. Louis, MO","Missouri","0625",-6.00,65.00,259.00,
2019,2,4,3,3,"WN","N220WN","1185",12889,"LAS","Nevada",11423,"Des Moines, IA","Iowa","1215",0.00,165.00,1216.00,
2019,2,4,3,3,"WN","N7705A","1093",15016,"STL","Missouri",11423,"Des Moines, IA","Iowa","2145",-5.00,65.00,259.00,
2019,2,4,3,3,"WN","N8541W","1281",15016,"STL","Missouri",11423,"Des Moines, IA","Iowa","1030",2.00,65.00,259.00,
2019,2,4,8,1,"WN","N792SW","734",15016,"STL","Missouri",11423,"Des Moines, IA","Iowa","2130",3.00,65.00,259.00,
2019,2,4,8,1,"WN","N8310C","1279",15016,"STL","Missouri",11423,"Des Moines, IA","Iowa","1045",2.00,60.00,259.00,
2019,2,4,20,6,"WN","N554WN","5336",11423,"DSM","Iowa",12889,"Las Vegas, NV","Nevada","1050",2.00,190.00,1216.00,
2019,2,4,20,6,"WN","N788SA","4025",11423,"DSM","Iowa",15016,"St. Louis, MO","Missouri","0910",-3.00,65.00,259.00,
2019,2,4,20,6,"WN","N7851A","3337",12889,"LAS","Nevada",11423,"Des Moines, IA","Iowa","1655",-2.00,170.00,1216.00,
2019,2,4,20,6,"WN","N554WN","5336",15016,"STL","Missouri",11423,"Des Moines, IA","Iowa","0905",8.00,65.00,259.00,
2019,2,4,21,7,"WN","N7713A","5299",11423,"DSM","Iowa",12889,"Las Vegas, NV","Nevada","1320",-7.00,190.00,1216.00,
2019,2,4,21,7,"WN","N715SW","1286",11423,"DSM","Iowa",15016,"St. Louis, MO","Missouri","1720",-2.00,65.00,259.00,
2019,2,4,21,7,"WN","N7851A","4313",11423,"DSM","Iowa",15016,"St. Louis, MO","Missouri","0710",-4.00,65.00,259.00,
2019,2,4,21,7,"WN","N715SW","1286",12889,"LAS","Nevada",11423,"Des Moines, IA","Iowa","1145",-1.00,170.00,1216.00,
2019,2,4,15,1,"WN","N8529Z","1279",11423,"DSM","Iowa",12889,"Las Vegas, NV","Nevada","1225",9.00,185.00,1216.00,
2019,2,4,15,1,"WN","N947WN","38",11423,"DSM","Iowa",15016,"St. Louis, MO","Missouri","0640",-6.00,60.00,259.00,
2019,2,4,15,1,"WN","N966WN","755",11423,"DSM","Iowa",15016,"St. Louis, MO","Missouri","1720",15.00,60.00,259.00,
2019,2,4,16,2,"WN","N7711N","734",15016,"STL","Missouri",11423,"Des Moines, IA","Iowa","2130",83.00,65.00,259.00,
2019,2,4,16,2,"WN","N8654B","1279",15016,"STL","Missouri",11423,"Des Moines, IA","Iowa","1040",4.00,60.00,259.00,
