"YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_STATE_NM","DEST_AIRPORT_ID","DEST_CITY_NAME","DEST_STATE_NM","CRS_DEP_TIME","DEP_DELAY","CRS_ELAPSED_TIME","DISTANCE",
2019,4,12,9,1,"WN","N252WN","1983",11423,"DSM","Iowa",12889,"Las Vegas, NV","Nevada","1325",-5.00,190.00,1216.00,
2019,4,12,9,1,"WN","N783SW","1974",11423,"DSM","Iowa",15016,"St. Louis, MO","Missouri","0605",8.00,70.00,259.00,
2019,4,12,9,1,"WN","N497WN","2553",11423,"DSM","Iowa",15016,"St. Louis, MO","Missouri","1745",-2.00,60.00,259.00,
2019,4,12,10,2,"WN","N735SA","2106",15016,"STL","Missouri",11423,"Des Moines, IA","Iowa","2155",-7.00,60.00,259.00,
2019,4,12,11,3,"WN","N208WN","1983",11423,"DSM","Iowa",12889,"Las Vegas, NV","Nevada","1325",-4.00,190.00,1216.00,
2019,4,12,11,3,"WN","N735SA","1974",11423,"DSM","Iowa",15016,"St. Louis, MO","Missouri","0605",-2.00,70.00,259.00,
2019,4,12,11,3,"WN","N949WN","2553",11423,"DSM","Iowa",15016,"St. Louis, MO","Missouri","1745",8.00,60.00,259.00,
2019,4,12,11,3,"WN","N949WN","2553",12889,"LAS","Nevada",11423,"Des Moines, IA","Iowa","1225",1.00,170.00,1216.00,
2019,4,12,11,3,"WN","N208WN","1982",15016,"STL","Missouri",11423,"Des Moines, IA","Iowa","1140",6.00,70.00,259.00,
2019,4,12,11,3,"WN","N430WN","2106",15016,"STL","Missouri",11423,"Des Moines, IA","Iowa","2155",1.00,60.00,259.00,
2019,4,12,12,4,"WN","N793SA","1983",11423,"DSM","Iowa",12889,"Las Vegas, NV","Nevada","1325",-1.00,190.00,1216.00,
2019,4,12,12,4,"WN","N430WN","1974",11423,"DSM","Iowa",15016,"St. Louis, MO","Missouri","0605",-1.00,70.00,259.00,
2019,4,12,12,4,"WN","N244WN","2553",11423,"DSM","Iowa",15016,"St. Louis, MO","Missouri","1745",3.00,60.00,259.00,
2019,4,12,12,4,"WN","N244WN","2553",12889,"LAS","Nevada",11423,"Des Moines, IA","Iowa","1225",-2.00,170.00,1216.00,
2019,4,12,14,6,"WN","N934WN","5850",11423,"DSM","Iowa",12889,"Las Vegas, NV","Nevada","1055",2.00,195.00,1216.00,
2019,4,12,14,6,"WN","N286WN","5873",11423,"DSM","Iowa",15016,"St. Louis, MO","Missouri","0855",4.00,65.00,259.00,
2019,4,12,14,6,"WN","N402WN","5377",12889,"LAS","Nevada",11423,"Des Moines, IA","Iowa","1445",45.00,165.00,1216.00,
2019,4,12,14,6,"WN","N934WN","5850",15016,"STL","Missouri",11423,"Des Moines, IA","Iowa","0850",-4.00,65.00,259.00,
2019,4,12,15,7,"WN","N238WN","6299",11423,"DSM","Iowa",12889,"Las Vegas, NV","Nevada","1350",30.00,190.00,1216.00,
2019,4,12,15,7,"WN","N236WN","3972",11423,"DSM","Iowa",14107,"Phoenix, AZ","Arizona","1640",-1.00,190.00,1149.00,
2019,4,12,15,7,"WN","N742SW","2462",11423,"DSM","Iowa",15016,"St. Louis, MO","Missouri","1745",16.00,60.00,259.00,
2019,4,12,15,7,"WN","N402WN","3682",11423,"DSM","Iowa",15016,"St. Louis, MO","Missouri","0705",-6.00,70.00,259.00,
2019,4,12,15,7,"WN","N742SW","2462",12889,"LAS","Nevada",11423,"Des Moines, IA","Iowa","1215",-3.00,175.00,1216.00,
2019,4,12,15,7,"WN","N236WN","6358",14107,"PHX","Arizona",11423,"Des Moines, IA","Iowa","1220",-2.00,165.00,1149.00,
2019,4,12,27,5,"G4","253NV","1608",14082,"PGD","Florida",11003,"Cedar Rapids/Iowa City, IA","Iowa","1642",257.00,185.00,1170.00,
2019,4,12,30,1,"G4","240NV","891",11003,"CID","Iowa",14112,"St. Petersburg, FL","Florida","1832",-3.00,155.00,1090.00,
2019,4,12,1,7,"G4","240NV","1649",14082,"PGD","Florida",11423,"Des Moines, IA","Iowa","0640",-1.00,183.00,1206.00,
2019,4,12,12,4,"G4","280NV","518",11003,"CID","Iowa",10466,"Phoenix, AZ","Arizona","1144",16.00,196.00,1240.00,
2019,4,12,21,6,"G4","308NV","532",11423,"DSM","Iowa",10466,"Phoenix, AZ","Arizona","2100",40.00,187.00,1137.00,
2019,4,12,15,7,"G4","337NV","23",12889,"LAS","Nevada",11423,"Des Moines, IA","Iowa","0740",4.00,167.00,1216.00,
2019,4,12,16,1,"G4","227NV","792",11423,"DSM","Iowa",14112,"St. Petersburg, FL","Florida","0953",-1.00,154.00,1126.00,
2019,4,12,16,1,"G4","259NV","522",10466,"AZA","Arizona",11423,"Des Moines, IA","Iowa","1318",-15.00,156.00,1137.00,
2019,4,12,20,5,"G4","220NV","2183",14761,"SFB","Florida",11423,"Des Moines, IA","Iowa","1404",45.00,181.00,1124.00,
2019,4,12,1,7,"G4","332NV","199",11423,"DSM","Iowa",12889,"Las Vegas, NV","Nevada","1233",85.00,187.00,1216.00,
2019,4,12,24,2,"G4","257NV","517",10466,"AZA","Arizona",11003,"Cedar Rapids/Iowa City, IA","Iowa","0710",0.00,168.00,1240.00,
2019,4,12,21,6,"G4","228NV","993",14112,"PIE","Florida",11003,"Cedar Rapids/Iowa City, IA","Iowa","0630",-6.00,175.00,1090.00,
2019,4,12,30,1,"G4","313NV","2209",14761,"SFB","Florida",11003,"Cedar Rapids/Iowa City, IA","Iowa","1445",-15.00,179.00,1078.00,
2019,4,12,2,1,"G4","317NV","22",11003,"CID","Iowa",12889,"Las Vegas, NV","Nevada","0630",0.00,203.00,1319.00,
2019,4,12,19,4,"G4","334NV","2190",14761,"SFB","Florida",11003,"Cedar Rapids/Iowa City, IA","Iowa","1350",10.00,179.00,1078.00,
2019,4,12,9,1,"G4","301NV","2319",11003,"CID","Iowa",14761,"Sanford, FL","Florida","0954",0.00,154.00,1078.00,
2019,4,12,22,7,"G4","244NV","2190",14761,"SFB","Florida",11003,"Cedar Rapids/Iowa City, IA","Iowa","1350",16.00,179.00,1078.00,
2019,4,12,31,2,"G4","250NV","518",11003,"CID","Iowa",10466,"Phoenix, AZ","Arizona","1143",-7.00,195.00,1240.00,
2019,4,12,16,1,"G4","333NV","22",11003,"CID","Iowa",12889,"Las Vegas, NV","Nevada","1318",-13.00,204.00,1319.00,
2019,4,12,25,3,"G4","253NV","1515",14082,"PGD","Florida",11423,"Des Moines, IA","Iowa","0655",-6.00,187.00,1206.00,
2019,4,12,30,1,"G4","333NV","24",11423,"DSM","Iowa",12889,"Las Vegas, NV","Nevada","1707",0.00,191.00,1216.00,
2019,4,12,23,1,"G4","244NV","2183",14761,"SFB","Florida",11423,"Des Moines, IA","Iowa","1404",7.00,181.00,1124.00,
2019,4,12,8,7,"G4","314NV","2218",11423,"DSM","Iowa",14761,"Sanford, FL","Florida","0938",-24.00,155.00,1124.00,
2019,4,12,13,5,"G4","305NV","22",11003,"CID","Iowa",12889,"Las Vegas, NV","Nevada","1318",0.00,204.00,1319.00,
2019,4,12,19,4,"G4","240NV","2216",14761,"SFB","Florida",11423,"Des Moines, IA","Iowa","0620",-8.00,181.00,1124.00,
2019,4,12,6,5,"G4","235NV","792",11423,"DSM","Iowa",14112,"St. Petersburg, FL","Florida","0953",5.00,154.00,1126.00,
2019,4,12,27,5,"G4","329NV","532",11423,"DSM","Iowa",10466,"Phoenix, AZ","Arizona","2105",27.00,187.00,1137.00,
2019,4,12,2,1,"G4","326NV","2374",14761,"SFB","Florida",11423,"Des Moines, IA","Iowa","0715",15.00,175.00,1124.00,
2019,4,12,19,4,"G4","334NV","2211",11003,"CID","Iowa",14761,"Sanford, FL","Florida","1634",0.00,153.00,1078.00,
2019,4,12,20,5,"G4","255NV","1608",14082,"PGD","Florida",11003,"Cedar Rapids/Iowa City, IA","Iowa","1642",-20.00,185.00,1170.00,
2019,4,12,28,6,"G4","258NV","1650",11003,"CID","Iowa",14082,"Punta Gorda, FL","Florida","1020",-5.00,163.00,1170.00,
2019,4,12,15,7,"G4","226NV","2218",11423,"DSM","Iowa",14761,"Sanford, FL","Florida","0938",0.00,155.00,1124.00,
2019,4,12,6,5,"G4","259NV","531",10466,"AZA","Arizona",11423,"Des Moines, IA","Iowa","0650",-3.00,156.00,1137.00,
2019,4,12,8,7,"G4","280NV","518",11003,"CID","Iowa",10466,"Phoenix, AZ","Arizona","1144",0.00,196.00,1240.00,
2019,4,12,15,7,"G4","259NV","518",11003,"CID","Iowa",10466,"Phoenix, AZ","Arizona","1144",70.00,196.00,1240.00,
2019,4,12,1,7,"G4","307NV","2376",11423,"DSM","Iowa",14761,"Sanford, FL","Florida","1649",46.00,156.00,1124.00,
2019,4,12,21,6,"G4","335NV","2603",11003,"CID","Iowa",12889,"Las Vegas, NV","Nevada","1351",8.00,204.00,1319.00,
2019,4,12,29,7,"G4","301NV","2190",14761,"SFB","Florida",11003,"Cedar Rapids/Iowa City, IA","Iowa","1350",0.00,179.00,1078.00,
2019,4,12,29,7,"G4","242NV","619",11003,"CID","Iowa",10466,"Phoenix, AZ","Arizona","1133",5.00,195.00,1240.00,
2019,4,12,30,1,"G4","302NV","21",12889,"LAS","Nevada",11003,"Cedar Rapids/Iowa City, IA","Iowa","0735",-11.00,181.00,1319.00,
2019,4,12,26,4,"G4","335NV","236",11423,"DSM","Iowa",12889,"Las Vegas, NV","Nevada","1315",-8.00,191.00,1216.00,
2019,4,12,23,1,"G4","224NV","894",14112,"PIE","Florida",11423,"Des Moines, IA","Iowa","0630",-7.00,177.00,1126.00,
2019,4,12,29,7,"G4","260NV","1611",11423,"DSM","Iowa",14082,"Punta Gorda, FL","Florida","0952",-16.00,165.00,1206.00,
2019,4,12,12,4,"G4","320NV","2218",11423,"DSM","Iowa",14761,"Sanford, FL","Florida","0938",-8.00,155.00,1124.00,
2019,4,12,19,4,"G4","308NV","23",12889,"LAS","Nevada",11423,"Des Moines, IA","Iowa","0750",-2.00,165.00,1216.00,
2019,4,12,20,5,"G4","255NV","1650",11003,"CID","Iowa",14082,"Punta Gorda, FL","Florida","1932",7.00,163.00,1170.00,
2019,4,12,25,3,"G4","246NV","699",10466,"AZA","Arizona",11003,"Cedar Rapids/Iowa City, IA","Iowa","0750",-8.00,168.00,1240.00,
2019,4,12,22,7,"G4","330NV","23",12889,"LAS","Nevada",11423,"Des Moines, IA","Iowa","0750",-4.00,165.00,1216.00,
2019,4,12,20,5,"G4","330NV","23",12889,"LAS","Nevada",11423,"Des Moines, IA","Iowa","0755",-9.00,165.00,1216.00,
2019,4,12,23,1,"G4","220NV","2209",14761,"SFB","Florida",11003,"Cedar Rapids/Iowa City, IA","Iowa","1445",5.00,179.00,1078.00,
2019,4,12,29,7,"G4","336NV","23",12889,"LAS","Nevada",11423,"Des Moines, IA","Iowa","0750",0.00,165.00,1216.00,
2019,4,12,5,4,"G4","310NV","2218",11423,"DSM","Iowa",14761,"Sanford, FL","Florida","0938",0.00,155.00,1124.00,
2019,4,12,20,5,"G4","228NV","894",14112,"PIE","Florida",11423,"Des Moines, IA","Iowa","0630",-3.00,177.00,1126.00,
2019,4,12,26,4,"G4","235NV","1611",11423,"DSM","Iowa",14082,"Punta Gorda, FL","Florida","0952",-19.00,165.00,1206.00,
2019,4,12,20,5,"G4","330NV","236",11423,"DSM","Iowa",12889,"Las Vegas, NV","Nevada","1320",13.00,191.00,1216.00,
2019,4,12,23,1,"G4","254NV","1650",11003,"CID","Iowa",14082,"Punta Gorda, FL","Florida","1932",-13.00,163.00,1170.00,
