"YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_STATE_NM","DEST_AIRPORT_ID","DEST_CITY_NAME","DEST_STATE_NM","CRS_DEP_TIME","DEP_DELAY","CRS_ELAPSED_TIME","DISTANCE",
2019,4,10,8,2,"DL","N905DL","1532",10397,"ATL","Georgia",11423,"Des Moines, IA","Iowa","1519",5.00,136.00,743.00,
2019,4,10,8,2,"DL","N905DL","1532",11423,"DSM","Iowa",10397,"Atlanta, GA","Georgia","1719",-12.00,130.00,743.00,
2019,4,10,8,2,"DL","N958DL","1952",11423,"DSM","Iowa",10397,"Atlanta, GA","Georgia","0557",-4.00,128.00,743.00,
2019,4,10,8,2,"DL","N916DL","1953",10397,"ATL","Georgia",11423,"Des Moines, IA","Iowa","2129",-2.00,134.00,743.00,
2019,4,10,8,2,"DL","N962DL","2541",10397,"ATL","Georgia",11423,"Des Moines, IA","Iowa","0928",4.00,125.00,743.00,
2019,4,10,8,2,"DL","N962DL","2541",11423,"DSM","Iowa",10397,"Atlanta, GA","Georgia","1117",3.00,123.00,743.00,
2019,4,10,28,1,"DL","N900DE","1952",11423,"DSM","Iowa",10397,"Atlanta, GA","Georgia","0557",-8.00,128.00,743.00,
2019,4,10,28,1,"DL","N910DE","1953",10397,"ATL","Georgia",11423,"Des Moines, IA","Iowa","2129",-6.00,134.00,743.00,
2019,4,10,28,1,"DL","N969DL","2541",10397,"ATL","Georgia",11423,"Des Moines, IA","Iowa","0928",40.00,125.00,743.00,
2019,4,10,28,1,"DL","N969DL","2541",11423,"DSM","Iowa",10397,"Atlanta, GA","Georgia","1117",35.00,123.00,743.00,
2019,4,10,17,4,"UA","N804UA","259",11423,"DSM","Iowa",13930,"Chicago, IL","Illinois","0600",0.00,83.00,299.00,
2019,4,10,16,3,"UA","N853UA","1852",11003,"CID","Iowa",13930,"Chicago, IL","Illinois","0605",-4.00,69.00,196.00,
2019,4,10,16,3,"UA","N894UA","1758",11423,"DSM","Iowa",11292,"Denver, CO","Colorado","0615",-3.00,120.00,589.00,
2019,4,10,16,3,"UA","N848UA","1718",11423,"DSM","Iowa",13930,"Chicago, IL","Illinois","0757",5.00,83.00,299.00,
2019,4,10,16,3,"UA","N4888U","1634",11423,"DSM","Iowa",11292,"Denver, CO","Colorado","1711",-5.00,117.00,589.00,
2019,4,10,16,3,"UA","N4888U","1536",11292,"DEN","Colorado",11423,"Des Moines, IA","Iowa","1340",-6.00,99.00,589.00,
2019,4,10,16,3,"UA","N813UA","1486",11292,"DEN","Colorado",11003,"Cedar Rapids/Iowa City, IA","Iowa","2025",-6.00,120.00,692.00,
2019,4,10,5,6,"UA","N465UA","294",11003,"CID","Iowa",11292,"Denver, CO","Colorado","0731",-5.00,129.00,692.00,
2019,4,10,5,6,"UA","N898UA","259",11423,"DSM","Iowa",13930,"Chicago, IL","Illinois","0600",-17.00,83.00,299.00,
2019,4,10,4,5,"UA","N37464","1718",11423,"DSM","Iowa",13930,"Chicago, IL","Illinois","1520",-7.00,83.00,299.00,
2019,4,10,4,5,"UA","N465UA","1634",11423,"DSM","Iowa",11292,"Denver, CO","Colorado","1714",-7.00,116.00,589.00,
2019,4,10,4,5,"UA","N37464","1634",13930,"ORD","Illinois",11423,"Des Moines, IA","Iowa","1300",-6.00,85.00,299.00,
2019,4,10,4,5,"UA","N465UA","1536",11292,"DEN","Colorado",11423,"Des Moines, IA","Iowa","1340",-8.00,99.00,589.00,
2019,4,10,4,5,"UA","N855UA","1256",11423,"DSM","Iowa",11292,"Denver, CO","Colorado","0623",-5.00,112.00,589.00,
2019,4,10,4,5,"UA","N898UA","1250",13930,"ORD","Illinois",11423,"Des Moines, IA","Iowa","2128",42.00,84.00,299.00,
2019,4,10,4,5,"UA","N38446","774",11292,"DEN","Colorado",11003,"Cedar Rapids/Iowa City, IA","Iowa","1115",-13.00,110.00,692.00,
2019,4,10,4,5,"UA","N465UA","644",11292,"DEN","Colorado",11003,"Cedar Rapids/Iowa City, IA","Iowa","2030",-8.00,110.00,692.00,
2019,4,10,4,5,"UA","N38446","386",11003,"CID","Iowa",11292,"Denver, CO","Colorado","1525",-9.00,127.00,692.00,
2019,4,10,4,5,"UA","N425UA","294",11003,"CID","Iowa",11292,"Denver, CO","Colorado","0600",-3.00,130.00,692.00,
2019,4,10,4,5,"UA","N69829","259",11423,"DSM","Iowa",13930,"Chicago, IL","Illinois","0638",-4.00,81.00,299.00,
2019,4,10,4,5,"UA","N822UA","38",11292,"DEN","Colorado",11423,"Des Moines, IA","Iowa","2040",-11.00,101.00,589.00,
2019,4,10,3,4,"UA","N27724","1979",11423,"DSM","Iowa",13930,"Chicago, IL","Illinois","1520",-6.00,83.00,299.00,
2019,4,10,3,4,"UA","N457UA","1634",11423,"DSM","Iowa",11292,"Denver, CO","Colorado","1714",-7.00,116.00,589.00,
2019,4,10,3,4,"UA","N27724","1634",13930,"ORD","Illinois",11423,"Des Moines, IA","Iowa","1300",-4.00,85.00,299.00,
2019,4,10,3,4,"UA","N425UA","1559",11292,"DEN","Colorado",11003,"Cedar Rapids/Iowa City, IA","Iowa","2025",-8.00,120.00,692.00,
2019,4,10,3,4,"UA","N457UA","1536",11292,"DEN","Colorado",11423,"Des Moines, IA","Iowa","1340",-4.00,99.00,589.00,
2019,4,10,3,4,"UA","N802UA","1256",11423,"DSM","Iowa",11292,"Denver, CO","Colorado","0600",-4.00,114.00,589.00,
2019,4,10,3,4,"UA","N69829","1250",13930,"ORD","Illinois",11423,"Des Moines, IA","Iowa","2128",-2.00,84.00,299.00,
2019,4,10,3,4,"UA","N424UA","774",11292,"DEN","Colorado",11003,"Cedar Rapids/Iowa City, IA","Iowa","1115",-6.00,110.00,692.00,
2019,4,10,3,4,"UA","N424UA","386",11003,"CID","Iowa",11292,"Denver, CO","Colorado","1525",0.00,127.00,692.00,
2019,4,10,3,4,"UA","N855UA","38",11292,"DEN","Colorado",11423,"Des Moines, IA","Iowa","2040",-4.00,101.00,589.00,
2019,4,10,2,3,"UA","N17730","1979",11423,"DSM","Iowa",13930,"Chicago, IL","Illinois","1520",11.00,83.00,299.00,
2019,4,10,1,2,"OO","N765SK","3143",11423,"DSM","Iowa",11298,"Dallas/Fort Worth, TX","Texas","0919",-13.00,123.00,624.00,
2019,4,10,1,2,"OO","N741EV","3154",11298,"DFW","Texas",11423,"Des Moines, IA","Iowa","0708",-2.00,121.00,624.00,
2019,4,10,1,2,"OO","N713SK","3177",13930,"ORD","Illinois",11423,"Des Moines, IA","Iowa","2030",10.00,79.00,299.00,
2019,4,10,1,2,"OO","N702SK","3178",11423,"DSM","Iowa",13930,"Chicago, IL","Illinois","0551",-1.00,84.00,299.00,
2019,4,10,1,2,"OO","N751EV","3195",11423,"DSM","Iowa",13930,"Chicago, IL","Illinois","0747",-13.00,86.00,299.00,
2019,4,10,1,2,"OO","N740EV","3198",13930,"ORD","Illinois",11423,"Des Moines, IA","Iowa","1856",46.00,87.00,299.00,
2019,4,10,1,2,"OO","N601XJ","3509",13487,"MSP","Minnesota",11003,"Cedar Rapids/Iowa City, IA","Iowa","2036",89.00,84.00,220.00,
2019,4,10,1,2,"OO","N611SK","3515",11003,"CID","Iowa",13487,"Minneapolis, MN","Minnesota","0655",-1.00,79.00,220.00,
2019,4,10,1,2,"OO","N836SK","3651",11433,"DTW","Michigan",11003,"Cedar Rapids/Iowa City, IA","Iowa","2019",-1.00,105.00,430.00,
2019,4,10,1,2,"OO","N915EV","3734",13487,"MSP","Minnesota",11003,"Cedar Rapids/Iowa City, IA","Iowa","0850",0.00,82.00,220.00,
2019,4,10,1,2,"OO","N602XJ","3770",11003,"CID","Iowa",13487,"Minneapolis, MN","Minnesota","1319",64.00,80.00,220.00,
2019,4,10,1,2,"OO","N802SK","3809",11003,"CID","Iowa",11433,"Detroit, MI","Michigan","0630",0.00,103.00,430.00,
2019,4,10,1,2,"OO","N944SW","3842",11003,"CID","Iowa",11433,"Detroit, MI","Michigan","1432",39.00,98.00,430.00,
2019,4,10,1,2,"OO","N429SW","3845",11003,"CID","Iowa",13487,"Minneapolis, MN","Minnesota","1730",5.00,84.00,220.00,
2019,4,10,1,2,"OO","N429SW","3845",13487,"MSP","Minnesota",11003,"Cedar Rapids/Iowa City, IA","Iowa","1539",-6.00,81.00,220.00,
2019,4,10,1,2,"OO","N287SY","3875",11423,"DSM","Iowa",12953,"New York, NY","New York","1410",-13.00,165.00,1031.00,
2019,4,10,1,2,"OO","N287SY","3875",12953,"LGA","New York",11423,"Des Moines, IA","Iowa","1103",-5.00,201.00,1031.00,
2019,4,10,1,2,"OO","N915EV","3877",11003,"CID","Iowa",11433,"Detroit, MI","Michigan","1037",54.00,97.00,430.00,
2019,4,10,1,2,"OO","N602XJ","3878",11433,"DTW","Michigan",11003,"Cedar Rapids/Iowa City, IA","Iowa","1215",23.00,97.00,430.00,
2019,4,10,1,2,"OO","N8932C","3927",11433,"DTW","Michigan",11003,"Cedar Rapids/Iowa City, IA","Iowa","0820",0.00,101.00,430.00,
2019,4,10,1,2,"OO","N607SK","4067",11003,"CID","Iowa",11433,"Detroit, MI","Michigan","1659",-16.00,100.00,430.00,
2019,4,10,1,2,"OO","N607SK","4067",11433,"DTW","Michigan",11003,"Cedar Rapids/Iowa City, IA","Iowa","1540",0.00,101.00,430.00,
2019,4,10,1,2,"OO","N944SW","4135",13487,"MSP","Minnesota",11003,"Cedar Rapids/Iowa City, IA","Iowa","1250",47.00,77.00,220.00,
2019,4,10,1,2,"OO","N8932C","4485",11003,"CID","Iowa",13487,"Minneapolis, MN","Minnesota","0927",29.00,76.00,220.00,
2019,4,10,1,2,"OO","N265SY","4524",11423,"DSM","Iowa",14869,"Salt Lake City, UT","Utah","1753",88.00,172.00,955.00,
2019,4,10,1,2,"OO","N265SY","4524",14869,"SLC","Utah",11423,"Des Moines, IA","Iowa","1345",0.00,153.00,955.00,
2019,4,10,1,2,"OO","N796SK","5232",11423,"DSM","Iowa",12266,"Houston, TX","Texas","1421",-6.00,145.00,802.00,
2019,4,10,1,2,"OO","N795SK","5349",11003,"CID","Iowa",11292,"Denver, CO","Colorado","0600",-1.00,133.00,692.00,
2019,4,10,1,2,"OO","N782SK","5442",11292,"DEN","Colorado",11003,"Cedar Rapids/Iowa City, IA","Iowa","2033",-2.00,113.00,692.00,
2019,4,10,1,2,"OO","N943SW","5572",11292,"DEN","Colorado",11423,"Des Moines, IA","Iowa","0755",1.00,115.00,589.00,
2019,4,10,1,2,"OO","N796SK","5629",11292,"DEN","Colorado",11423,"Des Moines, IA","Iowa","1055",-2.00,110.00,589.00,
2019,4,10,1,2,"OO","N943SW","5798",11423,"DSM","Iowa",11292,"Denver, CO","Colorado","1125",0.00,130.00,589.00,
2019,4,10,2,3,"OO","N730SK","2953",13930,"ORD","Illinois",11423,"Des Moines, IA","Iowa","0731",-6.00,74.00,299.00,
2019,4,10,2,3,"OO","N755EV","2975",11423,"DSM","Iowa",13930,"Chicago, IL","Illinois","0939",-5.00,80.00,299.00,
2019,4,10,2,3,"OO","N752EV","3045",11423,"DSM","Iowa",13930,"Chicago, IL","Illinois","1141",10.00,89.00,299.00,
