"YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_STATE_NM","DEST_AIRPORT_ID","DEST_CITY_NAME","DEST_STATE_NM","CRS_DEP_TIME","DEP_DELAY","CRS_ELAPSED_TIME","DISTANCE",
2019,3,7,2,2,"OO","N204SY","5345",11423,"DSM","Iowa",11292,"Denver, CO","Colorado","1410",-3.00,110.00,589.00,
2019,3,7,2,2,"OO","N939SW","5363",11292,"DEN","Colorado",11423,"Des Moines, IA","Iowa","1715",16.00,117.00,589.00,
2019,3,7,2,2,"OO","N204SY","5629",11292,"DEN","Colorado",11423,"Des Moines, IA","Iowa","1050",-3.00,104.00,589.00,
2019,3,7,2,2,"OO","N951SW","5798",11423,"DSM","Iowa",11292,"Denver, CO","Colorado","1125",-9.00,122.00,589.00,
2019,3,7,3,3,"OO","N732SK","2950",11298,"DFW","Texas",11423,"Des Moines, IA","Iowa","1650",1.00,124.00,624.00,
2019,3,7,3,3,"OO","N722EV","3017",11423,"DSM","Iowa",13930,"Chicago, IL","Illinois","0939",-5.00,89.00,299.00,
2019,3,7,28,7,"OO","N827SK","3731",11423,"DSM","Iowa",11433,"Detroit, MI","Michigan","1009",-4.00,106.00,534.00,
2019,3,7,28,7,"OO","N827SK","3731",11433,"DTW","Michigan",11423,"Des Moines, IA","Iowa","0835",7.00,113.00,534.00,
2019,3,7,28,7,"OO","N452SW","3734",13487,"MSP","Minnesota",11003,"Cedar Rapids/Iowa City, IA","Iowa","0850",-8.00,81.00,220.00,
2019,3,7,28,7,"OO","N454SW","3770",11003,"CID","Iowa",13487,"Minneapolis, MN","Minnesota","1319",0.00,75.00,220.00,
2019,3,7,28,7,"OO","N809SK","3772",11433,"DTW","Michigan",11003,"Cedar Rapids/Iowa City, IA","Iowa","2015",0.00,100.00,430.00,
2019,3,7,28,7,"OO","N804SK","3809",11003,"CID","Iowa",11433,"Detroit, MI","Michigan","0540",-4.00,95.00,430.00,
2019,3,7,28,7,"OO","N629BR","3845",11003,"CID","Iowa",13487,"Minneapolis, MN","Minnesota","1740",-3.00,79.00,220.00,
2019,3,7,28,7,"OO","N629BR","3845",13487,"MSP","Minnesota",11003,"Cedar Rapids/Iowa City, IA","Iowa","1603",-6.00,72.00,220.00,
2019,3,7,28,7,"OO","N446SW","3875",11003,"CID","Iowa",11433,"Detroit, MI","Michigan","1429",1.00,95.00,430.00,
2019,3,7,28,7,"OO","N452SW","3877",11003,"CID","Iowa",11433,"Detroit, MI","Michigan","1036",13.00,96.00,430.00,
2019,3,7,28,7,"OO","N454SW","3878",11433,"DTW","Michigan",11003,"Cedar Rapids/Iowa City, IA","Iowa","1210",-5.00,99.00,430.00,
2019,3,7,28,7,"OO","N275SY","3914",11423,"DSM","Iowa",12953,"New York, NY","New York","1430",-9.00,162.00,1031.00,
2019,3,7,28,7,"OO","N275SY","3914",12953,"LGA","New York",11423,"Des Moines, IA","Iowa","1105",-5.00,192.00,1031.00,
2019,3,7,28,7,"OO","N931EV","3927",11433,"DTW","Michigan",11003,"Cedar Rapids/Iowa City, IA","Iowa","0821",-6.00,99.00,430.00,
