"YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_STATE_NM","DEST_AIRPORT_ID","DEST_CITY_NAME","DEST_STATE_NM","CRS_DEP_TIME","DEP_DELAY","CRS_ELAPSED_TIME","DISTANCE",
2019,2,5,19,7,"9E","N314PQ","3355",11423,"DSM","Iowa",13487,"Minneapolis, MN","Minnesota","0654",-4.00,76.00,232.00,
2019,2,5,18,6,"9E","N538CA","3361",12953,"LGA","New York",11423,"Des Moines, IA","Iowa","1030",-7.00,185.00,1031.00,
2019,2,5,19,7,"9E","N325PQ","3369",11423,"DSM","Iowa",12953,"New York, NY","New York","1325",46.00,161.00,1031.00,
2019,2,5,11,6,"9E","N909XJ","3390",12953,"LGA","New York",11423,"Des Moines, IA","Iowa","1030",-6.00,185.00,1031.00,
2019,2,5,12,7,"9E","N279PQ","3399",11423,"DSM","Iowa",13487,"Minneapolis, MN","Minnesota","0809",-6.00,76.00,232.00,
2019,2,5,19,7,"9E","N315PQ","3421",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","0905",-6.00,75.00,232.00,
2019,2,5,1,3,"9E","N903XJ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",31.00,81.00,232.00,
2019,2,5,2,4,"9E","N931XJ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",-10.00,81.00,232.00,
2019,2,5,3,5,"9E","N181PQ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",-4.00,81.00,232.00,
2019,2,5,5,7,"9E","N602LR","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",27.00,81.00,232.00,
2019,2,5,6,1,"9E","N932XJ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",0.00,81.00,232.00,
2019,2,5,7,2,"9E","N919XJ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",-4.00,81.00,232.00,
2019,2,5,8,3,"9E","N918XJ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",102.00,81.00,232.00,
2019,2,5,9,4,"9E","N298PQ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",-6.00,81.00,232.00,
2019,2,5,10,5,"9E","N928XJ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",-9.00,81.00,232.00,
2019,2,5,12,7,"9E","N292PQ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",-1.00,81.00,232.00,
2019,2,5,13,1,"9E","N294PQ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",-11.00,81.00,232.00,
2019,2,5,14,2,"9E","N930XJ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",-8.00,81.00,232.00,
2019,2,5,15,3,"9E","N135EV","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",-4.00,81.00,232.00,
2019,2,5,16,4,"9E","N928XJ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",-1.00,81.00,232.00,
2019,2,5,17,5,"9E","N308PQ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",-5.00,81.00,232.00,
2019,2,5,19,7,"9E","N921XJ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",-5.00,81.00,232.00,
2019,2,5,20,1,"9E","N132EV","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",7.00,81.00,232.00,
2019,2,5,21,2,"9E","N302PQ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",-3.00,81.00,232.00,
2019,2,5,22,3,"9E","N299PQ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",-7.00,81.00,232.00,
2019,2,5,23,4,"9E","N303PQ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",8.00,81.00,232.00,
2019,2,5,24,5,"9E","N295PQ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",85.00,81.00,232.00,
2019,2,5,27,1,"9E","N301PQ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",-2.00,81.00,232.00,
2019,2,5,28,2,"9E","N921XJ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",-4.00,81.00,232.00,
2019,2,5,29,3,"9E","N325PQ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",25.00,81.00,232.00,
2019,2,5,30,4,"9E","N309PQ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",91.00,81.00,232.00,
2019,2,5,31,5,"9E","N914XJ","3423",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1755",,81.00,232.00,
2019,2,5,27,1,"9E","N293PQ","3449",11423,"DSM","Iowa",13487,"Minneapolis, MN","Minnesota","1056",-7.00,70.00,232.00,
2019,2,5,27,1,"9E","N293PQ","3449",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","0905",-4.00,75.00,232.00,
2019,2,5,4,6,"9E","N181PQ","3493",11423,"DSM","Iowa",11433,"Detroit, MI","Michigan","0830",-10.00,108.00,534.00,
2019,2,5,11,6,"9E","N928XJ","3493",11423,"DSM","Iowa",11433,"Detroit, MI","Michigan","0830",-4.00,108.00,534.00,
2019,2,5,18,6,"9E","N136EV","3493",11423,"DSM","Iowa",11433,"Detroit, MI","Michigan","0830",-5.00,108.00,534.00,
2019,2,5,25,6,"9E","N299PQ","3493",11423,"DSM","Iowa",11433,"Detroit, MI","Michigan","0830",-3.00,108.00,534.00,
2019,2,5,26,7,"9E","N921XJ","3493",11423,"DSM","Iowa",11433,"Detroit, MI","Michigan","0830",-9.00,111.00,534.00,
2019,2,5,5,7,"9E","N337PQ","3495",11423,"DSM","Iowa",13487,"Minneapolis, MN","Minnesota","0809",-17.00,76.00,232.00,
2019,2,5,19,7,"9E","N335PQ","3495",11423,"DSM","Iowa",13487,"Minneapolis, MN","Minnesota","0809",-8.00,76.00,232.00,
2019,2,5,4,6,"9E","N908XJ","3498",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1005",-5.00,71.00,232.00,
2019,2,5,11,6,"9E","N602LR","3498",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1005",-2.00,71.00,232.00,
2019,2,5,18,6,"9E","N310PQ","3498",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1005",-4.00,71.00,232.00,
2019,2,5,25,6,"9E","N936XJ","3498",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1005",-5.00,71.00,232.00,
2019,2,5,26,7,"9E","N307PQ","3498",13487,"MSP","Minnesota",11423,"Des Moines, IA","Iowa","1005",-5.00,73.00,232.00,
2019,2,5,28,2,"DL","N989DN","340",10397,"ATL","Georgia",11003,"Cedar Rapids/Iowa City, IA","Iowa","2110",-3.00,128.00,694.00,
2019,2,5,28,2,"DL","N986AT","480",11003,"CID","Iowa",10397,"Atlanta, GA","Georgia","0600",-7.00,125.00,694.00,
2019,2,5,28,2,"DL","N918DE","1532",10397,"ATL","Georgia",11423,"Des Moines, IA","Iowa","1519",7.00,130.00,743.00,
2019,2,5,28,2,"DL","N918DE","1532",11423,"DSM","Iowa",10397,"Atlanta, GA","Georgia","1715",20.00,124.00,743.00,
